Temp,Hum,Wind,Presure,Solar,ET,radiacion mayor a 500 evento simple,Evento compuesto radiacion solar>500 y evotranspiracion>.2,evento interseccion radiacion solar>500 ET>.2 
"27,2","70,7","0,8","1011,3","460,83","0,36",0,0,
"26,6","72,7","1,33",1011,"381,17","0,23",0,0,
"28,5","65,5","1,87","1010,4","660,33","0,48",1,1,
"29,3","62,2","1,87","1009,9","487,17","0,38",0,0,
"28,8",66,"3,2","1009,2","517,33","0,46",1,1,
"28,5","66,8","2,4","1008,2","376,50","0,3",0,0,
"28,4","67,3","3,73","1007,9","406,00","0,33",0,0,
"24,6","83,5","3,2","1008,6","46,17","0,05",0,0,
"22,7","91,2","2,13","1009,7","22,33",0,0,0,
"22,5","90,2","1,6","1010,6","0,17",0,0,0,
"22,6","89,2","0,8","1011,4","0,00",0,0,0,
"22,3","89,8","2,13","1011,9","0,00","0,03",0,0,
"22,2","89,7",0,"1012,6","0,00",0,0,0,
"21,8","91,5",0,"1012,8","0,00",0,0,0,
"21,7","92,2",0,"1012,6","0,00",0,0,0,
"21,5",92,"0,27","1012,4","0,00",0,0,0,
"21,4",92,0,1012,"0,00",0,0,0,
"21,4","91,7",0,"1011,8","0,00",0,0,0,
"21,5","92,8","0,53","1011,8","0,00",0,0,0,
"21,4","92,5","0,53",1012,"0,00",0,0,0,
"21,3","92,3","1,07","1012,7","0,00",0,0,0,
"21,8","90,8","0,27","1013,6","54,00","0,03",0,0,
"23,5","84,5","0,8","1014,4","212,50","0,1",0,0,
"26,2","74,7","1,07",1015,"409,67","0,28",0,0,
"27,6","68,3","1,6","1014,8","632,00","0,43",1,1,
"28,9",63,"1,87","1014,4","652,17","0,53",1,1,
"30,1","58,3","2,13","1013,5","666,00","0,51",1,1,
"30,3","60,2","3,2","1012,7","693,67","0,56",1,1,
"30,4","59,7",4,"1011,9","825,00","0,61",1,1,
"30,1","61,8","5,07","1010,7","698,50","0,58",1,1,
"29,9","62,7","4,27","1010,3","509,83","0,43",1,1,
"28,4","66,3","3,2","1010,8","214,67","0,23",0,0,
"25,8",75,"1,87","1011,8","22,00","0,03",0,0,
"24,3","80,5","2,67","1012,5","0,00","0,03",0,0,
"23,7","83,2","1,6",1013,"0,00","0,03",0,0,
"23,5","83,7","0,8","1013,7","0,00","0,03",0,0,
"23,2","85,3","0,27",1014,"0,00","0,03",0,0,
"22,7","87,8",0,"1013,8","0,00",0,0,0,
"22,3","88,7",0,"1013,2","0,00",0,0,0,
22,"89,5",0,"1012,9","0,00",0,0,0,
"21,8",90,0,"1012,6","0,00",0,0,0,
"21,7","91,5","0,53","1012,2","0,00",0,0,0,
"21,8","91,7",0,"1011,8","0,00",0,0,0,
"21,4","92,8",0,"1012,2","0,00",0,0,0,
"21,5","92,7",0,"1012,6","0,17",0,0,0,
"21,8","92,5",0,"1012,9","53,17",0,0,0,
"24,3","83,3","0,53","1013,2","245,33","0,15",0,0,
"25,8",77,"1,6","1013,5","280,50","0,2",0,0,
28,"69,2","1,6","1013,5","617,67","0,41",1,1,
"30,1","60,5","1,6","1012,9","822,33","0,61",1,1,
"31,1","57,8","2,4","1012,1","663,50","0,58",1,1,
"29,1","67,2","5,07","1011,1","573,33","0,48",1,1,
"27,1",70,"6,93","1010,5","397,33","0,36",0,0,
24,"84,3","1,87","1010,7","69,83","0,05",0,0,
"23,2","86,8","2,4","1010,2","101,50","0,08",0,0,
"23,3","84,2","1,6","1010,5","60,50","0,05",0,0,
"23,1",82,"1,6",1011,"21,17","0,03",0,0,
"22,5","81,3","1,6",1012,"0,00",0,0,0,
22,"83,8",0,"1012,2","0,00","0,03",0,0,
"21,6","87,5","0,53","1013,3","0,00","0,03",0,0,
"21,4","89,5","0,27",1014,"0,00",0,0,0,
"21,2","88,8","0,27","1014,2","0,00",0,0,0,
"21,1","89,7","0,27","1013,8","0,00",0,0,0,
"21,1","90,5",0,"1013,4","0,00",0,0,0,
"21,1",92,"0,27","1013,1","0,00",0,0,0,
"21,2","92,5",0,"1012,6","0,00",0,0,0,
21,"92,5","0,53","1012,5","0,00",0,0,0,
"20,4","95,7","0,27","1012,8","0,00",0,0,0,
"20,3","96,5",0,"1012,7","0,33",0,0,0,
"20,5","96,8",0,1013,"20,83",0,0,0,
21,"94,2",0,"1013,9","88,00","0,05",0,0,
"22,1","90,7",0,"1014,5","199,50","0,1",0,0,
"24,1","83,3","0,8","1014,4","505,50","0,28",1,1,
"26,6","74,3","1,6","1013,8","660,67","0,51",1,1,
"27,2","69,3","2,4","1013,1","470,33","0,46",0,0,
"23,1","88,8","2,13","1012,6","207,17","0,15",0,0,
"22,9","90,2","1,87","1011,7","225,17","0,13",0,0,
"23,5",88,"0,53",1011,"231,67","0,15",0,0,
"24,8",82,0,"1010,8","202,33","0,15",0,0,
"24,3","80,7","0,8",1011,"76,67","0,05",0,0,
"23,6",82,"0,53","1011,3","32,17","0,03",0,0,
"22,7","84,2","1,07","1011,6","0,00",0,0,0,
22,"87,2",0,"1012,3","0,00","0,03",0,0,
"21,7","88,3",0,"1013,8","0,00",0,0,0,
"21,7","87,3","0,27","1014,5","0,00","0,03",0,0,
"21,6","88,2","0,27","1014,7","0,00","0,03",0,0,
"21,3","91,7","0,53","1014,6","0,00",0,0,0,
"21,1","92,7",0,"1014,3","0,00",0,0,0,
"20,8",94,0,"1013,8","0,00",0,0,0,
"20,7",95,0,"1013,2","0,00",0,0,0,
"20,7",95,0,1013,"0,00",0,0,0,
"20,6","94,8",0,"1013,3","0,00",0,0,0,
"20,1","94,5",0,"1013,8","1,00",0,0,0,
20,"94,7",0,"1014,4","35,83",0,0,0,
"22,1","89,3",0,"1014,7","160,00","0,08",0,0,
"25,1","77,8","1,6","1014,8","477,33","0,28",0,0,
"26,8","69,5","1,6","1014,9","612,17","0,43",1,1,
"28,6","60,5","1,6","1014,5","809,67","0,58",1,1,
"29,8","55,5","1,87","1013,5","878,50","0,66",1,1,
"31,1","51,8","1,6","1012,7","899,67","0,66",1,1,
"31,5","52,2","2,93",1012,"855,50","0,71",1,1,
"30,5","54,7","4,27","1011,3","679,83","0,58",1,1,
"29,8","56,8","4,53","1010,7","502,67","0,43",1,1,
"28,3","62,2","2,4","1010,9","203,83","0,23",0,0,
"25,4","72,5","2,4","1011,7","13,17","0,03",0,0,
"24,2",78,"2,93","1012,6","0,00","0,03",0,0,
"23,7","80,5","2,4","1013,2","0,00","0,03",0,0,
"23,1","82,2","1,33","1014,1","0,00","0,03",0,0,
"22,4",84,"0,53","1014,7","0,00","0,03",0,0,
"21,6","86,3","0,27","1014,9","0,00","0,03",0,0,
21,"87,5","0,27","1014,8","0,00",0,0,0,
"20,6","88,3",0,"1014,3","0,00",0,0,0,
"20,5",89,0,1014,"0,00",0,0,0,
"20,3",90,0,"1013,5","0,00",0,0,0,
20,"91,5",0,"1013,6","0,00",0,0,0,
"19,6","92,8",0,1014,"0,00",0,0,0,
"19,3",93,0,"1014,7","0,50",0,0,0,
"20,2","90,2",0,"1015,2","83,83","0,03",0,0,
"23,2","80,3","0,53","1015,4","186,83","0,1",0,0,
"25,4","72,5","1,33","1015,9","423,00","0,25",0,0,
28,"64,5","1,33","1015,4","662,50","0,48",1,1,
"30,1","59,7","1,87","1014,5","795,50","0,58",1,1,
"31,5",54,"1,87","1013,2","868,00","0,69",1,1,
"33,2","49,5","1,6","1011,9","869,33","0,71",1,1,
"33,3","53,8","3,73","1010,9","812,00","0,66",1,1,
"31,4","59,5","5,87","1010,2","671,67","0,58",1,1,
31,"59,8","5,87","1009,6","484,83","0,46",0,0,
"28,8",68,"3,47","1009,8","142,00","0,13",0,0,
"26,8",77,"3,2","1010,6","37,33","0,03",0,0,
"25,9","78,7","2,93","1011,4","3,00","0,03",0,0,
"25,1","78,2","0,8",1012,"0,00","0,03",0,0,
"24,8","77,5","0,27","1013,1","0,00","0,03",0,0,
24,"80,3","0,53","1013,5","0,00","0,03",0,0,
"23,3","84,3",0,"1013,7","0,00","0,03",0,0,
"22,4","87,3",0,"1013,8","0,00","0,03",0,0,
"21,7","88,2",0,"1013,5","0,00",0,0,0,
"21,2","89,7","0,27","1013,2","0,00",0,0,0,
"20,9",91,"0,27","1013,1","0,00",0,0,0,
"19,9","89,7","3,75","1015,4","0,00","0,03",0,0,
"18,8","92,3",0,1016,"0,00",0,0,0,
"18,7","93,3",0,"1017,1","0,00",0,0,0,
"18,6",95,"1,33","1016,7","3,83",0,0,0,
"18,8","95,2","0,8","1015,9","64,83","0,03",0,0,
20,"92,7","2,93","1015,6","247,00","0,13",0,0,
"21,6","85,8","0,8","1016,5","286,50","0,18",0,0,
"23,8","76,2","1,87","1016,1","628,83","0,38",1,1,
"26,2",66,"1,87","1014,7","666,83","0,48",1,1,
"28,2","62,8","1,87","1013,4","800,50","0,58",1,1,
"29,6","56,3","1,6","1012,1","680,00","0,58",1,1,
"30,7","53,5","1,33","1011,2","653,83","0,48",1,1,
"31,9","48,8","1,33","1010,3","485,00","0,41",0,0,
"31,5","52,2","0,53",1010,"224,00","0,2",0,0,
"28,4","67,8","1,6","1010,3","31,33","0,05",0,0,
"25,4",78,"2,4",1011,"0,00","0,03",0,0,
"24,1",80,"1,33",1012,"0,00","0,03",0,0,
23,"81,7",0,"1012,8","0,00","0,03",0,0,
"22,3","85,5",0,"1013,2","0,00","0,03",0,0,
"21,4",87,0,"1013,3","0,00","0,03",0,0,
"20,8","88,8",0,"1013,1","0,00",0,0,0,
"20,3","90,5","0,27","1013,2","0,00",0,0,0,
"19,8",91,0,"1012,8","0,00",0,0,0,
"19,6","91,5",0,"1012,4","0,00",0,0,0,
"19,2","93,3",0,"1012,5","0,00",0,0,0,
"18,8",94,0,1013,"0,00",0,0,0,
"18,6","94,8",0,"1013,3","0,50",0,0,0,
"19,4","92,8",0,"1013,8","57,67","0,03",0,0,
"22,5",84,"1,07","1014,1","191,50","0,1",0,0,
"25,1",75,"1,6","1014,1","439,33","0,28",0,0,
"27,8","64,8","1,87","1013,5","658,00","0,46",1,1,
"29,8","58,3","1,6","1012,9","792,50","0,58",1,1,
"31,2","51,3","2,13","1011,9","866,83","0,69",1,1,
33,"40,3","1,6","1010,9","872,00","0,71",1,1,
"33,8","46,7","2,67","1009,9","729,67","0,69",1,1,
"31,1","58,3","4,27","1009,1","514,67","0,43",1,1,
"25,3","68,2","5,07","1010,7","20,00","0,05",0,0,
"23,7","73,5","4,27",1011,"7,83","0,03",0,0,
"24,3","70,3","0,53","1011,9","3,17",0,0,0,
"23,9","73,7","0,8","1012,4","0,00",0,0,0,
23,"77,2","0,8","1012,6","0,00","0,03",0,0,
22,"80,8","0,27","1013,3","0,00","0,03",0,0,
"20,7","86,2","0,27","1014,5","0,00","0,03",0,0,
"20,2",88,"0,53","1014,1","0,00",0,0,0,
20,"89,2",0,"1013,8","0,00",0,0,0,
"19,7","90,5",0,"1013,6","0,00",0,0,0,
"19,4",91,"0,27","1013,1","0,00",0,0,0,
"19,1","92,5",0,"1012,8","0,00",0,0,0,
"18,7",93,0,"1013,2","0,00",0,0,0,
"18,4",93,0,"1013,2","0,00",0,0,0,
"18,4","93,2",0,"1013,7","16,00",0,0,0,
"20,5",87,0,"1013,9","135,33","0,05",0,0,
"23,8","75,8","1,07","1013,8","325,67","0,15",0,0,
"26,3","68,2","1,87","1013,5","589,50","0,38",1,1,
"28,4","60,8","1,87","1013,1","745,17","0,53",1,1,
"30,8","53,8","1,6","1012,2","841,00","0,63",1,1,
"32,5",47,"1,6",1011,"872,00","0,69",1,1,
"32,8","53,8","3,73","1010,1","830,50","0,69",1,1,
"31,7","58,2","5,07","1009,3","723,83","0,63",1,1,
"30,6","59,5","5,6","1009,1","568,17","0,51",1,1,
"30,1","60,5","2,93","1009,3","345,17","0,36",0,0,
"27,6","69,7","2,13","1009,6","43,83","0,08",0,0,
"26,1","75,8","2,13","1010,3","7,83","0,03",0,0,
"25,3","77,8","2,93",1011,"0,00","0,03",0,0,
"24,6","79,8","2,13","1011,3","0,00","0,03",0,0,
"23,8","82,8",0,"1011,8","0,00","0,03",0,0,
23,"83,8",0,"1012,5","0,00","0,03",0,0,
"22,3","84,7",0,"1012,6","0,00","0,03",0,0,
"22,1","86,2","0,53","1012,4","0,00","0,03",0,0,
"22,3","88,7",0,"1012,1","0,00",0,0,0,
"22,3","88,3",0,"1011,5","0,00",0,0,0,
"22,2","87,8","0,27","1011,2","0,00",0,0,0,
"21,6","88,3","0,27","1011,3","0,00",0,0,0,
"21,2","89,2","0,53","1011,6","0,00",0,0,0,
"20,9","91,5","0,53",1012,"45,43",0,0,0,
"22,6",86,"0,27","1012,2","126,83","0,05",0,0,
"24,8","77,8","1,6","1012,5","330,50","0,15",0,0,
"26,6","70,2","2,4","1012,4","579,50","0,38",1,1,
29,"63,2","1,6","1012,1","732,00","0,51",1,1,
"31,6","56,3","1,6","1011,7","826,00","0,63",1,1,
"32,5",55,"3,47","1010,7","857,83","0,69",1,1,
"30,9","60,5","4,8","1009,7","619,83","0,69",1,1,
"28,9",66,"2,13","1009,1","201,83","0,15",0,0,
"27,7",70,"1,87","1009,4","119,00","0,13",0,0,
"26,4","74,5","2,4","1009,6","21,17","0,03",0,0,
"24,8",77,4,1011,"6,67","0,03",0,0,
"24,3","79,3","1,87","1011,2","0,00","0,03",0,0,
"23,6","83,5","1,33","1010,7","0,00","0,03",0,0,
"23,4","82,5","0,8","1012,3","0,00","0,03",0,0,
"23,6","81,3","1,87","1013,9","0,00","0,03",0,0,
"23,6",82,"0,27","1014,2","0,00","0,03",0,0,
"23,1",85,"1,07",1014,"0,00","0,03",0,0,
"21,5","91,2","0,8","1013,8","0,00",0,0,0,
"21,4","91,5",0,"1013,6","0,00",0,0,0,
"21,6",91,0,"1013,1","0,00",0,0,0,
"21,5","91,5",0,"1013,1","0,00",0,0,0,
21,"93,7","0,27","1013,2","0,00",0,0,0,
"20,8","93,5",0,"1013,5","0,00",0,0,0,
"20,6","93,7","0,27","1013,9","9,67",0,0,0,
"21,3",93,"1,07","1014,3","102,33","0,03",0,0,
"23,9","83,2","0,53","1014,7","300,50","0,18",0,0,
26,76,"2,13","1014,3","577,83","0,33",1,1,
"28,3",68,"1,6",1014,"669,17","0,48",1,1,
"30,6","54,8","1,87","1013,3","800,67","0,58",1,1,
"30,6","58,2",4,"1012,5","632,00","0,61",1,1,
29,"62,7","5,87","1011,7","606,17","0,48",1,1,
29,"65,2","5,6",1011,"600,17","0,51",1,1,
"28,3","67,3",4,"1010,8","309,50","0,36",0,0,
"26,2","74,5","1,87",1012,"34,83","0,05",0,0,
"23,9","77,2","3,47","1012,5","0,83","0,03",0,0,
"22,7","82,7","1,33","1012,8","0,00",0,0,0,
22,88,0,"1013,5","0,00","0,03",0,0,
"21,7","90,5",0,"1014,2","0,00",0,0,0,
"21,3","93,3",0,"1014,9","0,00",0,0,0,
"21,3","93,5",0,1015,"0,00",0,0,0,
"21,1","93,5",0,"1014,9","0,00",0,0,0,
"20,6","93,7",0,1015,"0,00",0,0,0,
"20,8","94,5",0,"1014,7","0,00",0,0,0,
"20,8","94,2",0,"1014,8","0,00",0,0,0,
"20,8","94,2","0,53","1014,7","0,00",0,0,0,
"20,9","94,3",0,"1014,8","0,00",0,0,0,
"20,7","94,5","0,53","1014,8","0,00",0,0,0,
"20,3","93,7",0,"1015,2","11,67",0,0,0,
21,"91,5","0,27","1015,6","104,17","0,03",0,0,
"22,5","86,5","1,87","1015,8","272,33","0,13",0,0,
"25,3","76,8","0,8","1015,7","529,00","0,3",1,1,
"26,5","72,5","1,6","1015,2","409,50","0,36",0,0,
"27,1","69,3","1,33","1014,5","519,83","0,33",1,1,
"29,2","60,3","1,87","1013,2","735,50","0,61",1,1,
"27,6","67,7","3,73","1012,4","344,50","0,3",0,0,
"27,8","66,2","3,2","1011,8","344,00","0,25",0,0,
28,"65,7",4,"1011,8","374,33","0,36",0,0,
"24,5","74,3","4,27","1012,1","80,83","0,08",0,0,
"23,7","77,7","2,4","1012,8","45,43","0,03",0,0,
"23,1",81,"1,87","1013,6","0,33","0,03",0,0,
"22,5","82,8","0,8",1014,"0,00","0,03",0,0,
"21,8","86,7","1,07","1014,6","0,00","0,03",0,0,
"21,7","86,5",0,"1015,2","0,00","0,03",0,0,
"21,7","86,5",0,"1015,4","0,00","0,03",0,0,
"21,4","87,7",0,"1015,2","0,00","0,03",0,0,
"21,2","89,5","0,53","1014,3","0,00",0,0,0,
"20,8","89,3","0,53","1013,4","0,00",0,0,0,
"20,7","90,7",0,"1012,8","0,00",0,0,0,
"20,7","91,3",0,"1012,4","0,00",0,0,0,
"20,5",92,0,"1012,4","0,00",0,0,0,
"20,2","93,3",0,"1012,8","0,00",0,0,0,
"20,1","93,8",0,"1013,5","10,17",0,0,0,
"20,5","92,3",0,"1013,9","44,17",0,0,0,
"21,9","86,7","0,53","1014,3","228,00","0,08",0,0,
"25,7","73,5","1,6","1014,4","581,83","0,33",1,1,
"27,9",65,"1,6","1014,1","670,00","0,51",1,1,
"28,7","60,7","2,4","1013,2","651,67","0,46",1,1,
"29,6",58,"4,53","1012,1","885,33","0,69",1,1,
"29,6","57,8","4,8","1010,9","734,00","0,66",1,1,
"29,3","60,3","3,73",1010,"565,50","0,53",1,1,
"25,6","72,2","3,47","1010,3","96,83","0,15",0,0,
"23,7","78,2","3,73","1010,5","63,17","0,05",0,0,
"23,8",78,"2,4",1011,"25,17","0,03",0,0,
"23,2","81,2","1,87","1011,7","0,50","0,03",0,0,
"22,7","81,7","1,6","1012,2","0,00","0,03",0,0,
"22,5","81,7","0,27","1012,9","0,00","0,03",0,0,
"22,1","82,5","0,53","1013,4","0,00","0,03",0,0,
"21,7","84,2",0,"1013,4","0,00","0,03",0,0,
"21,6","86,3",0,"1013,3","0,00","0,03",0,0,
"21,3","87,7",0,"1013,1","0,00",0,0,0,
21,"88,8","0,27","1012,5","0,00",0,0,0,
"20,8",89,0,"1011,7","0,00",0,0,0,
"20,7","90,3","0,27",1011,"0,00",0,0,0,
"20,9",90,0,"1010,9","0,00",0,0,0,
21,"90,7",0,"1011,2","0,00",0,0,0,
"21,2","90,3",0,"1011,6","20,67",0,0,0,
"22,7","84,8",0,1012,"95,33","0,03",0,0,
"23,5","80,5","0,27","1012,1","222,17","0,1",0,0,
"27,3",67,"1,6","1012,1","639,00","0,38",1,1,
"29,1","59,7","1,6","1011,8","740,17","0,53",1,1,
"30,5","54,2","1,87",1011,"848,67","0,63",1,1,
"31,7","50,2","1,6","1009,9","790,50","0,71",1,1,
"30,3",58,"5,33","1008,9","726,00","0,56",1,1,
"28,8","61,8","4,53","1008,1","376,67","0,48",0,0,
"25,3","76,2","2,93","1008,5","62,33","0,08",0,0,
23,"85,8","2,67","1009,2","45,42","0,03",0,0,
"22,1","88,2","1,6","1009,6","13,17",0,0,0,
"21,8","89,2","1,33","1010,5","2,83",0,0,0,
"21,8","89,2","0,27","1011,1","0,00",0,0,0,
"21,7",90,0,"1011,5","0,00",0,0,0,
"21,3","92,8","0,8","1011,4","0,00",0,0,0,
"21,3","93,2","0,27","1011,8","0,00",0,0,0,
"21,4","92,2",0,"1011,9","0,00",0,0,0,
"21,4",92,"0,53","1011,5","0,00",0,0,0,
"21,2",93,0,"1010,9","0,00",0,0,0,
"20,9",93,0,"1010,5","0,00",0,0,0,
"20,7","93,3",0,"1010,6","0,00",0,0,0,
"20,9","93,2","0,27","1010,4","0,00",0,0,0,
"20,5","94,5","1,07","1010,6","0,00",0,0,0,
"20,4","94,8",0,"1011,1","16,33",0,0,0,
21,"93,2",0,"1011,3","60,83","0,03",0,0,
"21,7","91,3","0,27","1011,7","103,67","0,05",0,0,
"22,5","86,5","0,27","1012,3","150,83","0,08",0,0,
"23,1",85,0,"1012,8","146,00","0,1",0,0,
"23,6","83,3",0,"1012,1","181,17","0,1",0,0,
"24,4",81,"0,53","1011,6","276,17","0,18",0,0,
25,"79,2","0,27","1010,9","246,50","0,18",0,0,
"24,8",80,"0,27",1010,"122,33","0,13",0,0,
"23,4","87,3",0,"1009,6","77,50","0,05",0,0,
"23,3",87,"0,27","1010,2","90,17","0,05",0,0,
"23,4","87,2","0,53","1010,6","67,83","0,05",0,0,
"22,7","89,5",0,"1011,2","3,33",0,0,0,
"21,9","92,2",0,"1011,6","0,00",0,0,0,
"21,3","93,3",0,"1012,2","0,00",0,0,0,
"21,3","94,3",0,"1012,9","0,00",0,0,0,
"21,3",94,0,"1013,1","0,00",0,0,0,
"21,2","94,2",0,"1013,2","0,00",0,0,0,
"20,9","95,3","0,27",1013,"0,00",0,0,0,
"20,8","95,3","0,27","1012,6","0,00",0,0,0,
"20,8","95,2","0,27","1011,9","0,00",0,0,0,
"20,8","94,5",0,"1011,7","0,00",0,0,0,
"20,6","94,8",0,"1011,9","0,00",0,0,0,
"20,4",96,"1,33","1012,4","0,00",0,0,0,
"20,5","95,7",0,1013,"13,17",0,0,0,
"21,3","92,8",0,"1013,5","67,67","0,03",0,0,
"23,2","85,2","0,8","1013,8","320,17","0,15",0,0,
"24,5","79,8","1,6","1013,6","266,75","0,23",0,0,
,,,,,total de eventos que cumplen:,127,122,
,,,,,conteo de registros:,720,720,
,,,,,probabilidad evento simple,"17,63888889","16,94444444",